
--- RSI|VP-buy m1% (346 entries, 5457%) ---
  SELL | 2023-09-25 04:00 | $    26,157 | Cap: $   112,801 | RSI<30+VP<VAL-1%(7d)
   BUY | 2023-09-28 16:00 | $    27,020 | Cap: $   112,801 | RSI>75+VP>VAH+1%(7d)
  SELL | 2023-10-11 03:00 | $    27,121 | Cap: $   113,222 | RSI<30+VP<VAL-1%(7d)
   BUY | 2023-10-16 06:00 | $    27,916 | Cap: $   113,222 | RSI>75+VP>VAH+1%(7d)
  SELL | 2023-12-11 03:00 | $    41,953 | Cap: $   170,151 | RSI<30+VP<VAL-1%(7d)
   BUY | 2023-12-20 15:00 | $    43,867 | Cap: $   170,151 | RSI>75+VP>VAH+1%(7d)
  SELL | 2023-12-26 10:00 | $    42,409 | Cap: $   164,495 | RSI<30+VP<VAL-1%(7d)
   BUY | 2024-01-01 21:00 | $    43,688 | Cap: $   164,495 | RSI>75+VP>VAH+1%(7d)
  SELL | 2024-01-12 17:00 | $    43,624 | Cap: $   164,255 | RSI<30+VP<VAL-1%(7d)
   BUY | 2024-01-26 17:00 | $    41,961 | Cap: $   164,255 | RSI>75+VP>VAH+1%(7d)
  SELL | 2024-03-16 21:00 | $    67,129 | Cap: $   262,774 | RSI<30+VP<VAL-1%(7d)
   BUY | 2024-03-25 15:00 | $    69,377 | Cap: $   262,774 | RSI>75+VP>VAH+1%(7d)
  SELL | 2024-04-01 16:00 | $    68,237 | Cap: $   258,456 | RSI<30+VP<VAL-1%(7d)
   BUY | 2024-04-04 18:00 | $    68,849 | Cap: $   258,456 | RSI>75+VP>VAH+1%(7d)
  SELL | 2024-04-12 19:00 | $    66,492 | Cap: $   249,607 | RSI<30+VP<VAL-1%(7d)
   BUY | 2024-04-22 23:00 | $    67,028 | Cap: $   249,607 | RSI>75+VP>VAH+1%(7d)
  SELL | 2024-04-30 20:00 | $    59,293 | Cap: $   220,802 | RSI<30+VP<VAL-1%(7d)
   BUY | 2024-05-03 21:00 | $    62,900 | Cap: $   220,802 | RSI>75+VP>VAH+1%(7d)
  SELL | 2024-05-10 20:00 | $    60,717 | Cap: $   213,139 | RSI<30+VP<VAL-1%(7d)
   BUY | 2024-05-15 14:00 | $    64,146 | Cap: $   213,139 | RSI>75+VP>VAH+1%(7d)
  SELL | 2024-05-23 14:00 | $    68,036 | Cap: $   226,065 | RSI<30+VP<VAL-1%(7d)
   BUY | 2024-06-05 05:00 | $    71,169 | Cap: $   226,065 | RSI>75+VP>VAH+1%(7d)
  SELL | 2024-06-11 07:00 | $    67,692 | Cap: $   215,022 | RSI<30+VP<VAL-1%(7d)
   BUY | 2024-06-30 23:00 | $    62,901 | Cap: $   215,022 | RSI>75+VP>VAH+1%(7d)
  SELL | 2024-07-04 13:00 | $    57,248 | Cap: $   195,697 | RSI<30+VP<VAL-1%(7d)
   BUY | 2024-07-15 08:00 | $    62,840 | Cap: $   195,697 | RSI>75+VP>VAH+1%(7d)
  SELL | 2024-07-25 12:00 | $    64,096 | Cap: $   199,609 | RSI<30+VP<VAL-1%(7d)
   BUY | 2024-07-29 03:00 | $    69,559 | Cap: $   199,609 | RSI>75+VP>VAH+1%(7d)
  SELL | 2024-08-01 04:00 | $    63,936 | Cap: $   183,473 | RSI<30+VP<VAL-1%(7d)
   BUY | 2024-08-08 22:00 | $    61,170 | Cap: $   183,473 | RSI>75+VP>VAH+1%(7d)
  SELL | 2024-08-27 23:00 | $    59,507 | Cap: $   178,483 | RSI<30+VP<VAL-1%(7d)
   BUY | 2024-09-14 01:00 | $    60,414 | Cap: $   178,483 | RSI>75+VP>VAH+1%(7d)
  SELL | 2024-10-01 18:00 | $    62,152 | Cap: $   183,617 | RSI<30+VP<VAL-1%(7d)
   BUY | 2024-10-07 01:00 | $    63,678 | Cap: $   183,617 | RSI>75+VP>VAH+1%(7d)
  SELL | 2024-10-09 21:00 | $    60,420 | Cap: $   174,222 | RSI<30+VP<VAL-1%(7d)
   BUY | 2024-10-14 15:00 | $    65,922 | Cap: $   174,222 | RSI>75+VP>VAH+1%(7d)
  SELL | 2024-10-23 17:00 | $    65,878 | Cap: $   174,106 | RSI<30+VP<VAL-1%(7d)
   BUY | 2024-10-28 22:00 | $    69,791 | Cap: $   174,106 | RSI>75+VP>VAH+1%(7d)
  SELL | 2024-11-03 03:00 | $    68,215 | Cap: $   170,174 | RSI<30+VP<VAL-1%(7d)
   BUY | 2024-11-06 04:00 | $    74,349 | Cap: $   170,174 | RSI>75+VP>VAH+1%(7d)
  SELL | 2024-11-26 | $    93,010 | Cap: $   212,888 | RSI<30+VP<VAL-1%(7d)
   BUY | 2024-12-05 14:00 | $   102,754 | Cap: $   212,888 | RSI>75+VP>VAH+1%(7d)
  SELL | 2024-12-06 01:00 | $    97,552 | Cap: $   202,110 | RSI<30+VP<VAL-1%(7d)
   BUY | 2024-12-16 01:00 | $   105,445 | Cap: $   202,110 | RSI>75+VP>VAH+1%(7d)
  SELL | 2024-12-20 09:00 | $    95,474 | Cap: $   182,998 | RSI<30+VP<VAL-1%(7d)
   BUY | 2025-01-02 10:00 | $    96,756 | Cap: $   182,998 | RSI>75+VP>VAH+1%(7d)
  SELL | 2025-01-27 02:00 | $   101,308 | Cap: $   191,609 | RSI<30+VP<VAL-1%(7d)
   BUY | 2025-02-21 13:00 | $    98,904 | Cap: $   191,609 | RSI>75+VP>VAH+1%(7d)
  SELL | 2025-02-24 23:00 | $    92,432 | Cap: $   179,071 | RSI<30+VP<VAL-1%(7d)
   BUY | 2025-03-02 17:00 | $    91,200 | Cap: $   179,071 | RSI>75+VP>VAH+1%(7d)
  SELL | 2025-03-09 13:00 | $    84,600 | Cap: $   166,112 | RSI<30+VP<VAL-1%(7d)
   BUY | 2025-03-14 16:00 | $    84,725 | Cap: $   166,112 | RSI>75+VP>VAH+1%(7d)
  SELL | 2025-03-28 12:00 | $    85,255 | Cap: $   167,152 | RSI<30+VP<VAL-1%(7d)
   BUY | 2025-04-13 | $    85,277 | Cap: $   167,152 | RSI>75+VP>VAH+1%(7d)
  SELL | 2025-05-30 | $   105,590 | Cap: $   206,968 | RSI<30+VP<VAL-1%(7d)
   BUY | 2025-06-09 20:00 | $   108,566 | Cap: $   206,968 | RSI>75+VP>VAH+1%(7d)
  SELL | 2025-07-25 06:00 | $   115,500 | Cap: $   220,187 | RSI<30+VP<VAL-1%(7d)
   BUY | 2025-08-11 03:00 | $   121,876 | Cap: $   220,187 | RSI>75+VP>VAH+1%(7d)
  SELL | 2025-08-18 02:00 | $   116,270 | Cap: $   210,058 | RSI<30+VP<VAL-1%(7d)
   BUY | 2025-09-10 14:00 | $   113,952 | Cap: $   210,058 | RSI>75+VP>VAH+1%(7d)
  SELL | 2025-09-22 06:00 | $   113,691 | Cap: $   209,577 | RSI<30+VP<VAL-1%(7d)
   BUY | 2025-09-29 | $   112,164 | Cap: $   209,577 | RSI>75+VP>VAH+1%(7d)
  SELL | 2025-10-10 18:00 | $   117,624 | Cap: $   219,779 | RSI<30+VP<VAL-1%(7d)
   BUY | 2025-10-26 13:00 | $   113,575 | Cap: $   219,779 | RSI>75+VP>VAH+1%(7d)
  SELL | 2025-10-30 05:00 | $   108,575 | Cap: $   210,104 | RSI<30+VP<VAL-1%(7d)
   BUY | 2025-11-10 01:00 | $   106,315 | Cap: $   210,104 | RSI>75+VP>VAH+1%(7d)
  SELL | 2025-11-14 05:00 | $    97,824 | Cap: $   193,324 | RSI<30+VP<VAL-1%(7d)
   BUY | 2025-11-27 07:00 | $    91,245 | Cap: $   193,324 | RSI>75+VP>VAH+1%(7d)
  SELL | 2025-12-01 01:00 | $    87,000 | Cap: $   184,330 | RSI<30+VP<VAL-1%(7d)
   BUY | 2025-12-22 11:00 | $    89,779 | Cap: $   184,330 | RSI>75+VP>VAH+1%(7d)
  SELL | 2026-01-19 15:00 | $    92,812 | Cap: $   190,559 | RSI<30+VP<VAL-1%(7d)

  ======================================================================
  [Last 1Y Summary] 2025-02-17 ~ 2026-02-17
  Return: -0.5%  |  Sharpe: 0.118  |  MaxDD: -24.3%  |  Trades: 12
  Win rate: 42% (5W/7L)  |  Avg win: +7.8%  |  Avg loss: -5.1%
  ----------------------------------------------------------------------
   BUY | 2025-02-21 13:00 | $    98,904 | Cap: $   191,609 | RSI>75+VP>VAH+1%(7d)
  SELL | 2025-02-24 23:00 | $    92,432 | Cap: $   179,071 | RSI<30+VP<VAL-1%(7d)
   BUY | 2025-03-02 17:00 | $    91,200 | Cap: $   179,071 | RSI>75+VP>VAH+1%(7d)
  SELL | 2025-03-09 13:00 | $    84,600 | Cap: $   166,112 | RSI<30+VP<VAL-1%(7d)
   BUY | 2025-03-14 16:00 | $    84,725 | Cap: $   166,112 | RSI>75+VP>VAH+1%(7d)
  SELL | 2025-03-28 12:00 | $    85,255 | Cap: $   167,152 | RSI<30+VP<VAL-1%(7d)
   BUY | 2025-04-13 | $    85,277 | Cap: $   167,152 | RSI>75+VP>VAH+1%(7d)
  SELL | 2025-05-30 | $   105,590 | Cap: $   206,968 | RSI<30+VP<VAL-1%(7d)
   BUY | 2025-06-09 20:00 | $   108,566 | Cap: $   206,968 | RSI>75+VP>VAH+1%(7d)
  SELL | 2025-07-25 06:00 | $   115,500 | Cap: $   220,187 | RSI<30+VP<VAL-1%(7d)
   BUY | 2025-08-11 03:00 | $   121,876 | Cap: $   220,187 | RSI>75+VP>VAH+1%(7d)
  SELL | 2025-08-18 02:00 | $   116,270 | Cap: $   210,058 | RSI<30+VP<VAL-1%(7d)
   BUY | 2025-09-10 14:00 | $   113,952 | Cap: $   210,058 | RSI>75+VP>VAH+1%(7d)
  SELL | 2025-09-22 06:00 | $   113,691 | Cap: $   209,577 | RSI<30+VP<VAL-1%(7d)
   BUY | 2025-09-29 | $   112,164 | Cap: $   209,577 | RSI>75+VP>VAH+1%(7d)
  SELL | 2025-10-10 18:00 | $   117,624 | Cap: $   219,779 | RSI<30+VP<VAL-1%(7d)
   BUY | 2025-10-26 13:00 | $   113,575 | Cap: $   219,779 | RSI>75+VP>VAH+1%(7d)
  SELL | 2025-10-30 05:00 | $   108,575 | Cap: $   210,104 | RSI<30+VP<VAL-1%(7d)
   BUY | 2025-11-10 01:00 | $   106,315 | Cap: $   210,104 | RSI>75+VP>VAH+1%(7d)
  SELL | 2025-11-14 05:00 | $    97,824 | Cap: $   193,324 | RSI<30+VP<VAL-1%(7d)
   BUY | 2025-11-27 07:00 | $    91,245 | Cap: $   193,324 | RSI>75+VP>VAH+1%(7d)
  SELL | 2025-12-01 01:00 | $    87,000 | Cap: $   184,330 | RSI<30+VP<VAL-1%(7d)
   BUY | 2025-12-22 11:00 | $    89,779 | Cap: $   184,330 | RSI>75+VP>VAH+1%(7d)
  SELL | 2026-01-19 15:00 | $    92,812 | Cap: $   190,559 | RSI<30+VP<VAL-1%(7d)
  ======================================================================

--- VP-Trend 7d m2% (117 entries, 819%) ---
   BUY | 2018-01-08 02:00 | $    15,850 | Cap: $    10,000 | VP>VAH+2%(7d)
  SELL | 2018-01-08 15:00 | $    13,490 | Cap: $     8,511 | VP<VAL-2%(7d)
   BUY | 2018-01-20 05:00 | $    12,345 | Cap: $     8,511 | VP>VAH+2%(7d)
  SELL | 2018-01-30 15:00 | $    10,567 | Cap: $     7,285 | VP<VAL-2%(7d)
   BUY | 2018-02-10 | $     8,684 | Cap: $     7,285 | VP>VAH+2%(7d)
  SELL | 2018-02-22 13:00 | $     9,890 | Cap: $     8,297 | VP<VAL-2%(7d)
   BUY | 2018-02-27 14:00 | $    10,851 | Cap: $     8,297 | VP>VAH+2%(7d)
  SELL | 2018-03-07 17:00 | $     9,918 | Cap: $     7,584 | VP<VAL-2%(7d)
   BUY | 2018-03-20 17:00 | $     8,810 | Cap: $     7,584 | VP>VAH+2%(7d)
  SELL | 2018-03-26 12:00 | $     8,089 | Cap: $     6,963 | VP<VAL-2%(7d)
   BUY | 2018-04-12 12:00 | $     7,686 | Cap: $     6,963 | VP>VAH+2%(7d)
  SELL | 2018-05-08 20:00 | $     9,255 | Cap: $     8,385 | VP<VAL-2%(7d)
   BUY | 2018-06-19 13:00 | $     6,766 | Cap: $     8,385 | VP>VAH+2%(7d)
  SELL | 2018-06-22 10:00 | $     6,302 | Cap: $     7,810 | VP<VAL-2%(7d)
   BUY | 2018-07-02 14:00 | $     6,597 | Cap: $     7,810 | VP>VAH+2%(7d)
  SELL | 2018-07-11 | $     6,297 | Cap: $     7,454 | VP<VAL-2%(7d)
   BUY | 2018-07-16 10:00 | $     6,528 | Cap: $     7,454 | VP>VAH+2%(7d)
  SELL | 2018-07-31 13:00 | $     7,803 | Cap: $     8,911 | VP<VAL-2%(7d)
   BUY | 2018-08-22 02:00 | $     6,809 | Cap: $     8,911 | VP>VAH+2%(7d)
  SELL | 2018-09-06 01:00 | $     6,462 | Cap: $     8,457 | VP<VAL-2%(7d)
   BUY | 2018-09-21 09:00 | $     6,704 | Cap: $     8,457 | VP>VAH+2%(7d)
  SELL | 2018-10-11 02:00 | $     6,364 | Cap: $     8,028 | VP<VAL-2%(7d)
   BUY | 2018-10-15 06:00 | $     6,698 | Cap: $     8,028 | VP>VAH+2%(7d)
  SELL | 2018-10-29 13:00 | $     6,352 | Cap: $     7,614 | VP<VAL-2%(7d)
   BUY | 2018-11-28 19:00 | $     4,301 | Cap: $     7,614 | VP>VAH+2%(7d)
  SELL | 2018-12-03 16:00 | $     3,883 | Cap: $     6,873 | VP<VAL-2%(7d)
   BUY | 2018-12-17 19:00 | $     3,540 | Cap: $     6,873 | VP>VAH+2%(7d)
  SELL | 2018-12-25 20:00 | $     3,707 | Cap: $     7,197 | VP<VAL-2%(7d)
   BUY | 2019-01-06 18:00 | $     4,007 | Cap: $     7,197 | VP>VAH+2%(7d)
  SELL | 2019-01-10 07:00 | $     3,780 | Cap: $     6,788 | VP<VAL-2%(7d)
   BUY | 2019-02-08 17:00 | $     3,687 | Cap: $     6,788 | VP>VAH+2%(7d)
  SELL | 2019-02-24 17:00 | $     3,759 | Cap: $     6,920 | VP<VAL-2%(7d)
   BUY | 2019-03-16 05:00 | $     4,033 | Cap: $     6,920 | VP>VAH+2%(7d)
  SELL | 2019-05-17 04:00 | $     7,344 | Cap: $    12,602 | VP<VAL-2%(7d)
   BUY | 2019-05-19 04:00 | $     7,904 | Cap: $    12,602 | VP>VAH+2%(7d)
  SELL | 2019-05-30 22:00 | $     8,210 | Cap: $    13,090 | VP<VAL-2%(7d)
   BUY | 2019-06-12 16:00 | $     8,142 | Cap: $    13,090 | VP>VAH+2%(7d)
  SELL | 2019-07-01 13:00 | $    10,665 | Cap: $    17,147 | VP<VAL-2%(7d)
   BUY | 2019-07-08 20:00 | $    12,186 | Cap: $    17,147 | VP>VAH+2%(7d)
  SELL | 2019-07-14 11:00 | $    10,733 | Cap: $    15,103 | VP<VAL-2%(7d)
   BUY | 2019-07-31 16:00 | $    10,050 | Cap: $    15,103 | VP>VAH+2%(7d)
  SELL | 2019-08-13 15:00 | $    10,999 | Cap: $    16,530 | VP<VAL-2%(7d)
   BUY | 2019-08-20 | $    10,915 | Cap: $    16,530 | VP>VAH+2%(7d)
  SELL | 2019-08-22 02:00 | $     9,819 | Cap: $    14,871 | VP<VAL-2%(7d)
   BUY | 2019-09-02 20:00 | $    10,164 | Cap: $    14,871 | VP>VAH+2%(7d)
  SELL | 2019-09-10 20:00 | $    10,026 | Cap: $    14,669 | VP<VAL-2%(7d)
   BUY | 2019-10-09 16:00 | $     8,552 | Cap: $    14,669 | VP>VAH+2%(7d)
  SELL | 2019-10-16 12:00 | $     8,056 | Cap: $    13,817 | VP<VAL-2%(7d)
   BUY | 2019-10-25 16:00 | $     8,263 | Cap: $    13,817 | VP>VAH+2%(7d)
  SELL | 2019-11-08 14:00 | $     8,809 | Cap: $    14,729 | VP<VAL-2%(7d)
   BUY | 2019-11-27 18:00 | $     7,555 | Cap: $    14,729 | VP>VAH+2%(7d)
  SELL | 2019-12-12 01:00 | $     7,146 | Cap: $    13,931 | VP<VAL-2%(7d)
   BUY | 2019-12-23 | $     7,501 | Cap: $    13,931 | VP>VAH+2%(7d)
  SELL | 2020-01-02 17:00 | $     7,052 | Cap: $    13,098 | VP<VAL-2%(7d)
   BUY | 2020-01-06 03:00 | $     7,551 | Cap: $    13,098 | VP>VAH+2%(7d)
  SELL | 2020-01-23 14:00 | $     8,350 | Cap: $    14,483 | VP<VAL-2%(7d)
   BUY | 2020-01-27 21:00 | $     8,986 | Cap: $    14,483 | VP>VAH+2%(7d)
  SELL | 2020-02-16 17:00 | $     9,735 | Cap: $    15,690 | VP<VAL-2%(7d)
   BUY | 2020-03-05 10:00 | $     9,080 | Cap: $    15,690 | VP>VAH+2%(7d)
  SELL | 2020-03-08 01:00 | $     8,785 | Cap: $    15,181 | VP<VAL-2%(7d)
   BUY | 2020-03-19 13:00 | $     5,849 | Cap: $    15,181 | VP>VAH+2%(7d)
  SELL | 2020-03-28 18:00 | $     6,024 | Cap: $    15,636 | VP<VAL-2%(7d)
   BUY | 2020-04-02 17:00 | $     6,917 | Cap: $    15,636 | VP>VAH+2%(7d)
  SELL | 2020-04-11 14:00 | $     6,852 | Cap: $    15,489 | VP<VAL-2%(7d)
   BUY | 2020-04-16 23:00 | $     7,151 | Cap: $    15,489 | VP>VAH+2%(7d)
  SELL | 2020-05-10 17:00 | $     8,270 | Cap: $    17,913 | VP<VAL-2%(7d)
   BUY | 2020-05-14 03:00 | $     9,335 | Cap: $    17,913 | VP>VAH+2%(7d)
  SELL | 2020-05-21 15:00 | $     9,084 | Cap: $    17,431 | VP<VAL-2%(7d)
   BUY | 2020-05-28 15:00 | $     9,467 | Cap: $    17,431 | VP>VAH+2%(7d)
  SELL | 2020-06-11 17:00 | $     9,117 | Cap: $    16,787 | VP<VAL-2%(7d)
   BUY | 2020-06-23 16:00 | $     9,692 | Cap: $    16,787 | VP>VAH+2%(7d)
  SELL | 2020-06-27 21:00 | $     8,953 | Cap: $    15,508 | VP<VAL-2%(7d)
   BUY | 2020-07-22 23:00 | $     9,500 | Cap: $    15,508 | VP>VAH+2%(7d)
  SELL | 2020-08-11 21:00 | $    11,213 | Cap: $    18,303 | VP<VAL-2%(7d)
   BUY | 2020-08-17 16:00 | $    12,422 | Cap: $    18,303 | VP>VAH+2%(7d)
  SELL | 2020-08-22 01:00 | $    11,420 | Cap: $    16,827 | VP<VAL-2%(7d)
   BUY | 2020-09-01 07:00 | $    11,862 | Cap: $    16,827 | VP>VAH+2%(7d)
  SELL | 2020-09-03 13:00 | $    10,819 | Cap: $    15,347 | VP<VAL-2%(7d)
   BUY | 2020-09-14 16:00 | $    10,698 | Cap: $    15,347 | VP>VAH+2%(7d)
  SELL | 2020-09-21 15:00 | $    10,414 | Cap: $    14,939 | VP<VAL-2%(7d)
   BUY | 2020-09-28 02:00 | $    10,930 | Cap: $    14,939 | VP>VAH+2%(7d)
  SELL | 2020-11-26 08:00 | $    17,611 | Cap: $    24,072 | VP<VAL-2%(7d)
   BUY | 2020-11-30 16:00 | $    19,292 | Cap: $    24,072 | VP>VAH+2%(7d)
  SELL | 2020-12-08 23:00 | $    18,336 | Cap: $    22,879 | VP<VAL-2%(7d)
   BUY | 2020-12-13 08:00 | $    19,249 | Cap: $    22,879 | VP>VAH+2%(7d)
  SELL | 2021-01-11 07:00 | $    32,843 | Cap: $    39,037 | VP<VAL-2%(7d)
   BUY | 2021-01-29 01:00 | $    34,150 | Cap: $    39,037 | VP>VAH+2%(7d)
  SELL | 2021-02-23 09:00 | $    46,562 | Cap: $    53,226 | VP<VAL-2%(7d)
   BUY | 2021-03-03 09:00 | $    50,909 | Cap: $    53,226 | VP>VAH+2%(7d)
  SELL | 2021-03-22 21:00 | $    54,505 | Cap: $    56,985 | VP<VAL-2%(7d)
   BUY | 2021-03-29 10:00 | $    57,922 | Cap: $    56,985 | VP>VAH+2%(7d)
  SELL | 2021-04-07 12:00 | $    56,320 | Cap: $    55,409 | VP<VAL-2%(7d)
   BUY | 2021-04-10 05:00 | $    61,074 | Cap: $    55,409 | VP>VAH+2%(7d)
  SELL | 2021-04-18 03:00 | $    58,804 | Cap: $    53,350 | VP<VAL-2%(7d)
   BUY | 2021-04-27 12:00 | $    55,152 | Cap: $    53,350 | VP>VAH+2%(7d)
  SELL | 2021-05-11 03:00 | $    54,600 | Cap: $    52,815 | VP<VAL-2%(7d)
   BUY | 2021-05-26 07:00 | $    40,550 | Cap: $    52,815 | VP>VAH+2%(7d)
  SELL | 2021-05-29 18:00 | $    33,894 | Cap: $    44,145 | VP<VAL-2%(7d)
   BUY | 2021-06-03 06:00 | $    38,796 | Cap: $    44,145 | VP>VAH+2%(7d)
  SELL | 2021-06-07 21:00 | $    34,440 | Cap: $    39,189 | VP<VAL-2%(7d)
   BUY | 2021-06-13 21:00 | $    39,250 | Cap: $    39,189 | VP>VAH+2%(7d)
  SELL | 2021-06-18 16:00 | $    36,356 | Cap: $    36,300 | VP<VAL-2%(7d)
   BUY | 2021-06-28 08:00 | $    35,029 | Cap: $    36,300 | VP>VAH+2%(7d)
  SELL | 2021-07-02 12:00 | $    33,023 | Cap: $    34,222 | VP<VAL-2%(7d)
   BUY | 2021-07-23 23:00 | $    33,136 | Cap: $    34,222 | VP>VAH+2%(7d)
  SELL | 2021-09-07 15:00 | $    47,300 | Cap: $    48,850 | VP<VAL-2%(7d)
   BUY | 2021-09-15 14:00 | $    47,731 | Cap: $    48,850 | VP>VAH+2%(7d)
  SELL | 2021-09-20 08:00 | $    44,830 | Cap: $    45,881 | VP<VAL-2%(7d)
   BUY | 2021-10-01 08:00 | $    44,788 | Cap: $    45,881 | VP>VAH+2%(7d)
  SELL | 2021-11-16 03:00 | $    61,621 | Cap: $    63,124 | VP<VAL-2%(7d)
   BUY | 2021-11-29 | $    57,275 | Cap: $    63,124 | VP>VAH+2%(7d)
  SELL | 2021-12-03 19:00 | $    54,882 | Cap: $    60,487 | VP<VAL-2%(7d)
   BUY | 2021-12-07 18:00 | $    51,000 | Cap: $    60,487 | VP>VAH+2%(7d)
  SELL | 2021-12-17 15:00 | $    45,971 | Cap: $    54,522 | VP<VAL-2%(7d)
   BUY | 2021-12-21 23:00 | $    49,288 | Cap: $    54,522 | VP>VAH+2%(7d)
  SELL | 2021-12-28 18:00 | $    48,030 | Cap: $    53,131 | VP<VAL-2%(7d)
   BUY | 2022-01-12 23:00 | $    43,843 | Cap: $    53,131 | VP>VAH+2%(7d)
  SELL | 2022-01-18 18:00 | $    41,489 | Cap: $    50,279 | VP<VAL-2%(7d)
   BUY | 2022-01-31 19:00 | $    38,468 | Cap: $    50,279 | VP>VAH+2%(7d)
  SELL | 2022-02-17 19:00 | $    41,293 | Cap: $    53,970 | VP<VAL-2%(7d)
   BUY | 2022-02-28 16:00 | $    40,825 | Cap: $    53,970 | VP>VAH+2%(7d)
  SELL | 2022-03-04 01:00 | $    41,603 | Cap: $    54,999 | VP<VAL-2%(7d)
   BUY | 2022-03-09 04:00 | $    41,218 | Cap: $    54,999 | VP>VAH+2%(7d)
  SELL | 2022-04-01 02:00 | $    44,924 | Cap: $    59,944 | VP<VAL-2%(7d)
   BUY | 2022-04-20 12:00 | $    42,090 | Cap: $    59,944 | VP>VAH+2%(7d)
  SELL | 2022-04-25 09:00 | $    38,418 | Cap: $    54,715 | VP<VAL-2%(7d)
   BUY | 2022-05-30 04:00 | $    30,353 | Cap: $    54,715 | VP>VAH+2%(7d)
  SELL | 2022-06-02 10:00 | $    29,934 | Cap: $    53,960 | VP<VAL-2%(7d)
   BUY | 2022-06-06 22:00 | $    31,489 | Cap: $    53,960 | VP>VAH+2%(7d)
  SELL | 2022-06-08 21:00 | $    30,203 | Cap: $    51,756 | VP<VAL-2%(7d)
   BUY | 2022-07-05 20:00 | $    20,398 | Cap: $    51,756 | VP>VAH+2%(7d)
  SELL | 2022-07-11 23:00 | $    20,007 | Cap: $    50,764 | VP<VAL-2%(7d)
   BUY | 2022-07-16 17:00 | $    21,464 | Cap: $    50,764 | VP>VAH+2%(7d)
  SELL | 2022-07-25 19:00 | $    21,824 | Cap: $    51,616 | VP<VAL-2%(7d)
   BUY | 2022-07-28 16:00 | $    23,748 | Cap: $    51,616 | VP>VAH+2%(7d)
  SELL | 2022-08-04 19:00 | $    22,542 | Cap: $    48,994 | VP<VAL-2%(7d)
   BUY | 2022-08-08 08:00 | $    23,808 | Cap: $    48,994 | VP>VAH+2%(7d)
  SELL | 2022-08-19 | $    23,191 | Cap: $    47,726 | VP<VAL-2%(7d)
   BUY | 2022-09-09 08:00 | $    20,632 | Cap: $    47,726 | VP>VAH+2%(7d)
  SELL | 2022-09-14 19:00 | $    19,778 | Cap: $    45,751 | VP<VAL-2%(7d)
   BUY | 2022-09-27 02:00 | $    19,765 | Cap: $    45,751 | VP>VAH+2%(7d)
  SELL | 2022-10-08 22:00 | $    19,318 | Cap: $    44,715 | VP<VAL-2%(7d)
   BUY | 2022-10-25 18:00 | $    20,119 | Cap: $    44,715 | VP>VAH+2%(7d)
  SELL | 2022-11-08 05:00 | $    19,636 | Cap: $    43,643 | VP<VAL-2%(7d)
   BUY | 2022-11-30 03:00 | $    16,961 | Cap: $    43,643 | VP>VAH+2%(7d)
  SELL | 2022-12-18 13:00 | $    16,720 | Cap: $    43,022 | VP<VAL-2%(7d)
   BUY | 2023-01-09 17:00 | $    17,328 | Cap: $    43,022 | VP>VAH+2%(7d)
  SELL | 2023-02-09 20:00 | $    22,031 | Cap: $    54,697 | VP<VAL-2%(7d)
   BUY | 2023-02-15 13:00 | $    22,772 | Cap: $    54,697 | VP>VAH+2%(7d)
  SELL | 2023-02-24 16:00 | $    23,349 | Cap: $    56,083 | VP<VAL-2%(7d)
   BUY | 2023-03-13 | $    21,998 | Cap: $    56,083 | VP>VAH+2%(7d)
  SELL | 2023-03-27 15:00 | $    26,960 | Cap: $    68,735 | VP<VAL-2%(7d)
   BUY | 2023-04-10 17:00 | $    29,037 | Cap: $    68,735 | VP>VAH+2%(7d)
  SELL | 2023-04-20 | $    28,797 | Cap: $    68,167 | VP<VAL-2%(7d)
   BUY | 2023-04-26 11:00 | $    28,999 | Cap: $    68,167 | VP>VAH+2%(7d)
  SELL | 2023-05-01 21:00 | $    27,678 | Cap: $    65,063 | VP<VAL-2%(7d)
   BUY | 2023-05-28 22:00 | $    27,835 | Cap: $    65,063 | VP>VAH+2%(7d)
  SELL | 2023-05-31 16:00 | $    26,912 | Cap: $    62,904 | VP<VAL-2%(7d)
   BUY | 2023-06-17 06:00 | $    26,690 | Cap: $    62,904 | VP>VAH+2%(7d)
  SELL | 2023-07-24 15:00 | $    29,043 | Cap: $    68,449 | VP<VAL-2%(7d)
   BUY | 2023-08-09 13:00 | $    30,076 | Cap: $    68,449 | VP>VAH+2%(7d)
  SELL | 2023-08-17 01:00 | $    28,581 | Cap: $    65,046 | VP<VAL-2%(7d)
   BUY | 2023-08-29 15:00 | $    27,492 | Cap: $    65,046 | VP>VAH+2%(7d)
  SELL | 2023-09-11 16:00 | $    25,116 | Cap: $    59,424 | VP<VAL-2%(7d)
   BUY | 2023-09-18 13:00 | $    27,371 | Cap: $    59,424 | VP>VAH+2%(7d)
  SELL | 2023-10-11 16:00 | $    26,779 | Cap: $    58,139 | VP<VAL-2%(7d)
   BUY | 2023-10-16 08:00 | $    27,849 | Cap: $    58,139 | VP>VAH+2%(7d)
  SELL | 2023-11-14 19:00 | $    35,230 | Cap: $    73,548 | VP<VAL-2%(7d)
   BUY | 2023-12-02 20:00 | $    39,420 | Cap: $    73,548 | VP>VAH+2%(7d)
  SELL | 2023-12-11 03:00 | $    41,953 | Cap: $    78,274 | VP<VAL-2%(7d)
